launch_id,company,product_family,product_name,date,canonical_url,notes
apple-macbook-pro-1,Apple,MacBook Pro,MacBook Pro (1st gen Intel),2006-01-10,https://www.apple.com/pr/library/2006/01/10Apple-Introduces-MacBook-Pro.html,WAYBACK
apple-macbook-pro-c2d,Apple,MacBook Pro,MacBook Pro (Core 2 Duo),2006-10-24,https://www.apple.com/pr/library/2006/10/24New-MacBook-Pro-Features-Intel-Core-2-Duo-Processors.html,WAYBACK
apple-macbook-pro-2007,Apple,MacBook Pro,MacBook Pro (Santa Rosa),2007-06-05,https://www.apple.com/pr/library/2007/06/05Apple-Introduces-New-MacBook-Pro-Featuring-LED-Backlit-Display.html,WAYBACK
apple-macbook-pro-unibody,Apple,MacBook Pro,MacBook Pro (Unibody),2008-10-14,https://www.apple.com/pr/library/2008/10/14Apple-Updates-MacBook-Pro-Family-with-New-Unibody-Construction-and-Innovative-Features.html,WAYBACK
apple-macbook-pro-2009,Apple,MacBook Pro,MacBook Pro (2009 13/15/17),2009-06-08,https://www.apple.com/pr/library/2009/06/08Apple-Updates-MacBook-Pro-Family-with-New-Models-Innovative-Built-in-Battery-for-Up-to-40-Longer-Battery-Life.html,WAYBACK
apple-macbook-pro-2010,Apple,MacBook Pro,MacBook Pro (2010),2010-04-13,https://www.apple.com/pr/library/2010/04/13Apple-Updates-MacBook-Pro-with-Next-Generation-Processors-Graphics-Longer-Battery-Life.html,WAYBACK
apple-macbook-pro-2011,Apple,MacBook Pro,MacBook Pro (2011 Thunderbolt),2011-02-24,https://www.apple.com/pr/library/2011/02/24New-MacBook-Pro-Features-Next-Generation-Processors-Graphics-Thunderbolt-I-O-Technology.html,WAYBACK
apple-macbook-pro-retina-15,Apple,MacBook Pro,MacBook Pro Retina 15,2012-06-11,https://www.apple.com/pr/library/2012/06/11Apple-Introduces-Next-Generation-MacBook-Pro.html,WAYBACK
apple-macbook-pro-retina-13,Apple,MacBook Pro,MacBook Pro Retina 13,2012-10-23,https://www.apple.com/pr/library/2012/10/23Apple-Introduces-13-inch-MacBook-Pro-with-Retina-Display.html,WAYBACK
apple-macbook-pro-2013-haswell,Apple,MacBook Pro,MacBook Pro Retina (Haswell),2013-10-22,https://www.apple.com/pr/library/2013/10/22Apple-Updates-MacBook-Pro-with-Retina-Display.html,WAYBACK
apple-macbook-pro-2014,Apple,MacBook Pro,MacBook Pro Retina (2014),2014-07-29,https://www.apple.com/pr/library/2014/07/29Apple-Updates-MacBook-Pro-with-Faster-Processors-Lower-Starting-Price.html,WAYBACK
apple-macbook-pro-2015-13,Apple,MacBook Pro,MacBook Pro 13 (Force Touch),2015-03-09,https://www.apple.com/newsroom/2015/03/09Apple-Updates-13-inch-MacBook-Pro/,
apple-macbook-pro-2015-15,Apple,MacBook Pro,MacBook Pro 15 (2015),2015-05-19,https://www.apple.com/newsroom/2015/05/19Apple-Updates-15-inch-MacBook-Pro/,
apple-macbook-pro-touchbar,Apple,MacBook Pro,MacBook Pro (Touch Bar),2016-10-27,https://www.apple.com/newsroom/2016/10/new-thinner-lighter-macbook-pro-features-touch-bar-and-touch-id/,
apple-macbook-pro-2017,Apple,MacBook Pro,MacBook Pro (2017),2017-06-05,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,
apple-macbook-pro-2018,Apple,MacBook Pro,MacBook Pro (2018),2018-07-12,https://www.apple.com/newsroom/2018/07/apple-boosts-macbook-pro-with-faster-performance-and-new-features-for-pros/,
apple-macbook-pro-2019,Apple,MacBook Pro,MacBook Pro (2019 8-core),2019-05-21,https://www.apple.com/newsroom/2019/05/apples-most-powerful-notebook-faster-cpus-up-to-8-cores-and-new-keyboard-come-to-macbook-pro/,
apple-macbook-pro-16,Apple,MacBook Pro,MacBook Pro 16,2019-11-13,https://www.apple.com/newsroom/2019/11/apple-unveils-new-16-inch-macbook-pro-the-worlds-best-pro-notebook/,
apple-macbook-pro-13-2020,Apple,MacBook Pro,MacBook Pro 13 (2020),2020-05-04,https://www.apple.com/newsroom/2020/05/apple-updates-13-inch-macbook-pro-with-magic-keyboard-double-the-storage-and-faster-performance/,
apple-macbook-pro-m1,Apple,MacBook Pro,MacBook Pro 13 (M1),2020-11-10,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,
apple-macbook-pro-m1-pro-max,Apple,MacBook Pro,MacBook Pro 14/16 (M1 Pro/Max),2021-10-18,https://www.apple.com/newsroom/2021/10/introducing-m1-pro-and-m1-max-the-most-powerful-chips-apple-has-ever-built/,
apple-macbook-pro-m2-13,Apple,MacBook Pro,MacBook Pro 13 (M2),2022-06-06,https://www.apple.com/newsroom/2022/06/apple-unveils-all-new-macbook-air-supercharged-by-the-new-m2-chip/,
apple-macbook-pro-m2-pro-max,Apple,MacBook Pro,MacBook Pro 14/16 (M2 Pro/Max),2023-01-17,https://www.apple.com/newsroom/2023/01/new-macbook-pro-features-m2-pro-and-m2-max-next-generation-chips-for-next-level-workflows/,
apple-macbook-pro-m3,Apple,MacBook Pro,MacBook Pro (M3 family),2023-10-30,https://www.apple.com/newsroom/2023/10/new-macbook-pro-features-m3-chips-takes-mac-performance-to-new-heights/,
apple-macbook-pro-m4,Apple,MacBook Pro,MacBook Pro (M4 family),2024-10-30,https://www.apple.com/newsroom/2024/10/new-macbook-pro-features-m4-family-of-chips-and-apple-intelligence/,
apple-macbook-air-1,Apple,MacBook Air,MacBook Air (1st gen),2008-01-15,https://www.apple.com/pr/library/2008/01/15MacBook-Air-The-Worlds-Thinnest-Notebook.html,WAYBACK
apple-macbook-air-2009,Apple,MacBook Air,MacBook Air (2009),2009-06-08,https://www.apple.com/pr/library/2009/06/08Apple-Updates-MacBook-Air-Family.html,WAYBACK
apple-macbook-air-2010,Apple,MacBook Air,MacBook Air (2010 11/13),2010-10-20,https://www.apple.com/pr/library/2010/10/20Apple-Reinvents-Notebooks-With-New-MacBook-Air.html,WAYBACK
apple-macbook-air-2011,Apple,MacBook Air,MacBook Air (2011),2011-07-20,https://www.apple.com/pr/library/2011/07/20New-MacBook-Air-Features-Latest-Intel-Core-Processors-Thunderbolt-I-O-Backlit-Keyboard.html,WAYBACK
apple-macbook-air-2012,Apple,MacBook Air,MacBook Air (2012),2012-06-11,https://www.apple.com/pr/library/2012/06/11Apple-Updates-MacBook-Air.html,WAYBACK
apple-macbook-air-2013,Apple,MacBook Air,MacBook Air (Haswell),2013-06-10,https://www.apple.com/pr/library/2013/06/10Apple-Unveils-All-New-MacBook-Air.html,WAYBACK
apple-macbook-air-2014,Apple,MacBook Air,MacBook Air (2014),2014-04-29,https://www.apple.com/pr/library/2014/04/29Apple-Updates-MacBook-Air.html,WAYBACK
apple-macbook-air-2015,Apple,MacBook Air,MacBook Air (2015),2015-03-09,https://www.apple.com/newsroom/2015/03/09Apple-Updates-MacBook-Air/,
apple-macbook-air-2017,Apple,MacBook Air,MacBook Air (2017),2017-06-05,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,
apple-macbook-air-retina,Apple,MacBook Air,MacBook Air (Retina 2018),2018-10-30,https://www.apple.com/newsroom/2018/10/apple-unveils-new-macbook-air-with-retina-display-touch-id-and-the-latest-processors/,
apple-macbook-air-2019,Apple,MacBook Air,MacBook Air (2019),2019-07-09,https://www.apple.com/newsroom/2019/07/macbook-air-and-macbook-pro-get-major-updates/,
apple-macbook-air-2020,Apple,MacBook Air,MacBook Air (2020 Magic Keyboard),2020-03-18,https://www.apple.com/newsroom/2020/03/apple-updates-macbook-air-with-better-keyboard-twice-the-storage-and-faster-performance/,
apple-macbook-air-m1,Apple,MacBook Air,MacBook Air (M1),2020-11-10,https://www.apple.com/newsroom/2020/11/introducing-the-next-generation-of-mac/,
apple-macbook-air-m2,Apple,MacBook Air,MacBook Air (M2 redesign),2022-06-06,https://www.apple.com/newsroom/2022/06/apple-unveils-all-new-macbook-air-supercharged-by-the-new-m2-chip/,
apple-macbook-air-m2-15,Apple,MacBook Air,MacBook Air 15 (M2),2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-the-15-inch-macbook-air/,
apple-macbook-air-m3,Apple,MacBook Air,MacBook Air 13/15 (M3),2024-03-04,https://www.apple.com/newsroom/2024/03/apple-unveils-the-new-13-and-15-inch-macbook-air-with-the-powerful-m3-chip/,
apple-macbook-air-m4,Apple,MacBook Air,MacBook Air 13/15 (M4),2025-03-05,https://www.apple.com/newsroom/2025/03/apple-introduces-macbook-air-with-m4-chip-built-for-apple-intelligence/,Approx URL - verify
apple-macbook-12-2015,Apple,MacBook,MacBook 12 (Retina),2015-03-09,https://www.apple.com/newsroom/2015/03/09Apple-Unveils-All-New-MacBook/,
apple-macbook-12-2016,Apple,MacBook,MacBook 12 (2016),2016-04-19,https://www.apple.com/newsroom/2016/04/apple-updates-macbook-with-new-features-and-the-latest-processors/,
apple-macbook-12-2017,Apple,MacBook,MacBook 12 (2017),2017-06-05,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,
apple-imac-intel,Apple,iMac,iMac (Intel),2006-01-10,https://www.apple.com/pr/library/2006/01/10Apple-Unveils-New-iMac-with-Intel-Core-Duo-Processor.html,WAYBACK
apple-imac-aluminum,Apple,iMac,iMac (Aluminum),2007-08-07,https://www.apple.com/pr/library/2007/08/07Apple-Unveils-New-iMac-Line.html,WAYBACK
apple-imac-2009,Apple,iMac,iMac (2009 unibody),2009-10-20,https://www.apple.com/pr/library/2009/10/20Apple-Updates-iMac-Line.html,WAYBACK
apple-imac-2010,Apple,iMac,iMac (2010),2010-07-27,https://www.apple.com/pr/library/2010/07/27Apple-Updates-iMac-Line.html,WAYBACK
apple-imac-2011,Apple,iMac,iMac (2011 Thunderbolt),2011-05-03,https://www.apple.com/pr/library/2011/05/03Apple-Updates-iMac-with-Next-Generation-Quad-Core-Processors-Graphics.html,WAYBACK
apple-imac-2012-thin,Apple,iMac,iMac (2012 thin),2012-10-23,https://www.apple.com/pr/library/2012/10/23Apple-Introduces-Stunning-New-iMac.html,WAYBACK
apple-imac-2013,Apple,iMac,iMac (2013),2013-09-24,https://www.apple.com/pr/library/2013/09/24New-iMac-Features-Faster-Processors-Graphics-Next-Generation-Wi-Fi-Faster-PCIe-Flash-Storage.html,WAYBACK
apple-imac-retina-5k,Apple,iMac,iMac Retina 5K,2014-10-16,https://www.apple.com/pr/library/2014/10/16Apple-Introduces-iMac-with-Retina-5K-Display.html,WAYBACK
apple-imac-2015,Apple,iMac,iMac (2015 4K + 5K),2015-10-13,https://www.apple.com/newsroom/2015/10/13Apple-Updates-iMac-Line/,
apple-imac-2017,Apple,iMac,iMac (2017),2017-06-05,https://www.apple.com/newsroom/2017/06/apple-takes-the-mac-to-the-next-level/,
apple-imac-pro,Apple,iMac,iMac Pro,2017-12-14,https://www.apple.com/newsroom/2017/12/imac-pro-the-most-powerful-mac-ever-now-available/,
apple-imac-2019,Apple,iMac,iMac (2019),2019-03-19,https://www.apple.com/newsroom/2019/03/imac-now-twice-as-fast-with-up-to-8-cores-and-2x-faster-graphics/,
apple-imac-2020,Apple,iMac,iMac (2020),2020-08-04,https://www.apple.com/newsroom/2020/08/apples-most-popular-desktop-gets-a-major-update/,
apple-imac-m1,Apple,iMac,iMac (M1 redesign),2021-04-20,https://www.apple.com/newsroom/2021/04/apple-unveils-new-imac-with-stunning-design-in-vibrant-colors-supercharged-by-m1/,
apple-imac-m3,Apple,iMac,iMac (M3),2023-10-30,https://www.apple.com/newsroom/2023/10/apple-introduces-new-imac-with-blazing-fast-m3-chip/,
apple-imac-m4,Apple,iMac,iMac (M4),2024-10-28,https://www.apple.com/newsroom/2024/10/new-imac-supercharged-by-m4-and-apple-intelligence/,
apple-mac-mini-1,Apple,Mac Mini,Mac Mini (1st gen),2005-01-11,https://www.apple.com/pr/library/2005/01/11Introducing-Mac-mini.html,WAYBACK
apple-mac-mini-intel,Apple,Mac Mini,Mac Mini (Intel),2006-02-28,https://www.apple.com/pr/library/2006/02/28New-Mac-mini-Features-Intel-Core-Solo-Duo.html,WAYBACK
apple-mac-mini-2009,Apple,Mac Mini,Mac Mini (2009),2009-03-03,https://www.apple.com/pr/library/2009/03/03Apple-Updates-Mac-mini.html,WAYBACK
apple-mac-mini-2010,Apple,Mac Mini,Mac Mini (2010 unibody),2010-06-15,https://www.apple.com/pr/library/2010/06/15Apple-Reinvents-Mac-mini.html,WAYBACK
apple-mac-mini-2011,Apple,Mac Mini,Mac Mini (2011),2011-07-20,https://www.apple.com/pr/library/2011/07/20New-Mac-mini.html,WAYBACK
apple-mac-mini-2012,Apple,Mac Mini,Mac Mini (2012),2012-10-23,https://www.apple.com/pr/library/2012/10/23Apple-Updates-Mac-mini.html,WAYBACK
